rank_by_abs_component_1,matrix_index,action_key,node_type,name,synthetic,source,coproduct,is_original_recipe,component_1,absolute_share_1
1,11248,item-burn: mox-fuel-cell,item-burn,mox-fuel-cell,False,,False,False,0.98058067569092022,0.83333333333333337
2,11272,item-burn: uranium-fuel-cell,item-burn,uranium-fuel-cell,False,,False,False,0.19611613513818404,0.16666666666666666
3,14325,recipe: mox-fuel-cell-pyvoid,recipe,mox-fuel-cell-pyvoid,False,,True,True,2.3571650857954818e-21,2.0032051282051286e-21
4,15920,recipe: uranium-fuel-cell-pyvoid,recipe,uranium-fuel-cell-pyvoid,False,,True,True,4.7143301715909635e-22,4.006410256410257e-22
5,4437,__pr_graph_lp_or_to_or_and__: 33694:item: uranium-fuel-cell --> energy-source-burner: nuclear_2_1,,,True,item: uranium-fuel-cell --> energy-source-burner: nuclear_2_1,False,False,1.1785825428977409e-31,1.0016025641025643e-31
6,4438,__pr_graph_lp_or_to_or_and__: 33695:item: mox-fuel-cell --> energy-source-burner: nuclear_2_1,,,True,item: mox-fuel-cell --> energy-source-burner: nuclear_2_1,False,False,1.1785825428977409e-31,1.0016025641025643e-31
7,9132,__pr_graph_lp_or_to_or_and__: 9680:item: uranium-fuel-cell --> fuel-category: nuclear__1,,,True,item: uranium-fuel-cell --> fuel-category: nuclear__1,False,False,1.1785825428977409e-31,1.0016025641025643e-31
8,9133,__pr_graph_lp_or_to_or_and__: 9681:item: mox-fuel-cell --> fuel-category: nuclear__1,,,True,item: mox-fuel-cell --> fuel-category: nuclear__1,False,False,1.1785825428977409e-31,1.0016025641025643e-31
9,12335,recipe: coal-pulp-04,recipe,coal-pulp-04,False,,True,True,1.1785825428977411e-40,1.0016025641025645e-40
10,11615,recipe: ash3,recipe,ash3,False,,True,True,8.8393690717330569e-41,7.5120192307692324e-41
11,11385,recipe: aai-fast-loader-pyvoid,recipe,aai-fast-loader-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
12,11387,recipe: aai-loader-pyvoid,recipe,aai-loader-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
13,11390,recipe: accumulator-mk01-pyvoid,recipe,accumulator-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
14,11391,recipe: accumulator-pyvoid,recipe,accumulator-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
15,11394,recipe: acetaldehyde-pyvoid,recipe,acetaldehyde-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
16,11405,recipe: acid-refined-concrete-pyvoid,recipe,acid-refined-concrete-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
17,11421,recipe: acrylic-pyvoid,recipe,acrylic-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
18,11425,recipe: acrylonitrile-pyvoid,recipe,acrylonitrile-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
19,11428,recipe: active-provider-chest-pyvoid,recipe,active-provider-chest-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
20,11430,recipe: adrenal-cortex-pyvoid,recipe,adrenal-cortex-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
21,11432,recipe: advanced-circuit-pyvoid,recipe,advanced-circuit-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
22,11434,recipe: advanced-foundry-mk01-pyvoid,recipe,advanced-foundry-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
23,11436,recipe: advanced-foundry-mk02-pyvoid,recipe,advanced-foundry-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
24,11438,recipe: advanced-substrate-pyvoid,recipe,advanced-substrate-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
25,11440,recipe: aerial-base-pyvoid,recipe,aerial-base-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
26,11442,recipe: aerial-blimp-mk01-pyvoid,recipe,aerial-blimp-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
27,11444,recipe: aerial-blimp-mk02-pyvoid,recipe,aerial-blimp-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
28,11449,recipe: aerogel-pyvoid,recipe,aerogel-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
29,11452,recipe: agar-pyvoid,recipe,agar-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
30,11454,recipe: agitator-mk01-pyvoid,recipe,agitator-mk01-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
31,11456,recipe: agitator-mk02-pyvoid,recipe,agitator-mk02-pyvoid,False,,True,True,6.7473850580895667e-41,5.7341746794871809e-41
